Grain Image Name,Rice Type,Height (mm),Width (mm),Average Color
L1F23BSCS0118_Basmati370_Raw_004_Grain_0016.jpg,Basmati370,7.0031,1.9023,"[171.75080489375404, 174.31745009658724, 151.8652071259927]"
L1F23BSCS0118_Basmati370_Raw_004_Grain_0017.jpg,Basmati370,6.0911,1.7171,"[182.278059785674, 184.58516638465878, 161.4720812182741]"
L1F23BSCS0118_Basmati370_Raw_004_Grain_0018.jpg,Basmati370,7.358,1.8502,"[177.66624122527122, 179.88555626462454, 158.91384811742182]"
L1F23BSCS0118_Basmati370_Raw_004_Grain_0019.jpg,Basmati370,7.5681,2.0029,"[177.8181818181818, 180.81208309510197, 158.5910043834572]"
L1F23BSCS0118_Basmati370_Raw_004_Grain_0020.jpg,Basmati370,6.863,1.9744,"[174.0518259348349, 176.51410452656899, 156.05160726000437]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0001.jpg,Basmati370,7.5374,2.0404,"[179.08532110091744, 182.67834862385322, 161.01577981651377]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0002.jpg,Basmati370,6.9931,1.7689,"[176.87431941923774, 180.02382032667876, 157.2570326678766]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0003.jpg,Basmati370,6.8127,2.1308,"[180.34546504910458, 184.00751010976313, 160.33410360100135]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0004.jpg,Basmati370,5.9771,1.6546,"[168.97565071368598, 171.02378953260566, 147.61041141897564]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0005.jpg,Basmati370,7.1148,1.736,"[180.7644805048456, 183.63353617308994, 165.8043723236421]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0006.jpg,Basmati370,7.4586,2.0663,"[172.28832579185521, 175.42660633484164, 155.83656108597285]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0007.jpg,Basmati370,6.4675,2.0715,"[166.9570279424217, 158.68543607112616, 109.7514817950889]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0008.jpg,Basmati370,7.0878,1.967,"[193.51960587170723, 196.36336215564046, 177.05670621355318]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0009.jpg,Basmati370,6.3259,2.0058,"[191.68187859991139, 194.89765175011075, 174.70868409393]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0010.jpg,Basmati370,6.2886,1.7751,"[166.6203937405351, 168.90964159515397, 147.19964664310953]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0011.jpg,Basmati370,6.4695,2.0716,"[180.73839572192514, 184.4592513368984, 161.53989304812833]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0012.jpg,Basmati370,6.2301,1.7728,"[184.5571501793952, 187.8646847770374, 162.80497180932855]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0013.jpg,Basmati370,7.1826,2.0462,"[190.4581971939266, 193.7236209878916, 171.65423793965022]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0014.jpg,Basmati370,6.7211,1.9811,"[178.69879772199957, 182.06686353090066, 160.1212824298671]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0015.jpg,Basmati370,7.2929,2.0474,"[176.22071050642478, 179.20937263794406, 156.53722600151173]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0016.jpg,Basmati370,6.6778,1.8806,"[188.3660774222421, 191.51241888565676, 167.6133363168494]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0017.jpg,Basmati370,7.336,2.0831,"[180.2007434944238, 183.22881040892193, 160.08308550185873]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0018.jpg,Basmati370,6.5462,2.1505,"[182.7385607740375, 186.33924611973393, 163.97500503930658]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0019.jpg,Basmati370,6.4718,1.7215,"[166.06120906801007, 168.7395465994962, 145.47833753148615]"
L1F23BSCS0118_Basmati370_Raw_005_Grain_0020.jpg,Basmati370,7.0409,2.0348,"[169.3889439270854, 172.66257182484645, 151.2357836338419]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0001.jpg,Irri9,6.4411,2.1408,"[219.19136571191365, 219.78144458281446, 188.0307181403072]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0002.jpg,Irri9,6.0079,2.4148,"[208.93036101795227, 210.17222331820872, 189.48234365752614]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0003.jpg,Irri9,6.882,2.3218,"[180.5042213041135, 183.58918627627088, 158.42662116040955]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0004.jpg,Irri9,6.8163,2.2711,"[172.33468634686346, 165.15516605166053, 118.77380073800738]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0005.jpg,Irri9,6.7024,2.1516,"[193.8700296735905, 197.6055390702275, 176.13926805143421]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0006.jpg,Irri9,7.5181,2.5848,"[198.65289379474942, 202.01491646778044, 179.9800119331742]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0007.jpg,Irri9,7.115,2.3294,"[217.2669082125604, 218.76311249137336, 194.09920634920636]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0008.jpg,Irri9,4.4423,2.3361,"[224.36523652365236, 224.90016501650166, 198.6842684268427]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0009.jpg,Irri9,4.7786,2.3218,"[212.4574440730265, 215.21419388017486, 192.71457958344047]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0010.jpg,Irri9,6.2026,2.4683,"[204.11970499243571, 206.54765506807865, 184.27760968229956]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0011.jpg,Irri9,6.771,2.0766,"[206.8639661426844, 206.27247077791213, 174.63401854091092]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0012.jpg,Irri9,7.5821,2.4228,"[200.34825327510916, 203.3468496568933, 176.9126637554585]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0013.jpg,Irri9,6.5578,2.3193,"[207.22352274872569, 203.18973003586936, 159.37304134415706]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0014.jpg,Irri9,6.8967,2.2627,"[185.5526703499079, 186.98158379373848, 158.8281767955801]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0015.jpg,Irri9,7.1151,2.376,"[214.5993600538902, 215.86628494442573, 187.35567531155272]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0016.jpg,Irri9,7.1685,2.4501,"[180.4260770234987, 177.71458877284596, 145.30042428198433]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0017.jpg,Irri9,6.3134,2.2421,"[205.13729838709676, 207.85040322580645, 179.60221774193548]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0018.jpg,Irri9,7.4805,2.4639,"[202.70398749022675, 205.35574667709147, 187.40297107114932]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0019.jpg,Irri9,6.0504,2.2575,"[188.18723849372384, 187.22845188284518, 156.144769874477]"
L1F23BSCS0118_Irri9_Raw_001_Grain_0020.jpg,Irri9,6.2256,2.2688,"[176.3129349160868, 166.1921817437577, 113.51944330740892]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0001.jpg,Irri9,4.8548,2.497,"[215.31518624641834, 216.6494746895893, 190.09336198662845]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0002.jpg,Irri9,7.9298,2.3972,"[199.5962769918094, 201.77721518987343, 172.2186150409531]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0003.jpg,Irri9,7.4672,2.3546,"[181.69560991414224, 184.1634537502025, 155.15260003239916]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0004.jpg,Irri9,7.4638,2.2798,"[209.01677289500168, 205.7111707480711, 162.8019121100302]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0005.jpg,Irri9,7.1281,2.3679,"[192.8995118666891, 195.6030971216967, 167.54620434270325]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0006.jpg,Irri9,6.463,2.0433,"[195.8962771680654, 196.81601032924468, 161.87217559715947]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0007.jpg,Irri9,6.868,2.1485,"[183.1894716469905, 185.71395393845557, 164.865105477066]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0008.jpg,Irri9,4.6644,2.5498,"[207.86695799951445, 210.24908958485068, 188.6489439184268]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0009.jpg,Irri9,6.4889,2.305,"[171.88888888888889, 171.55497483546264, 143.1560201316299]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0010.jpg,Irri9,7.0308,2.3587,"[200.60931774559413, 198.4262781364509, 162.8745419647531]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0011.jpg,Irri9,7.0179,2.207,"[188.2679496669134, 189.2498149518875, 157.720207253886]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0012.jpg,Irri9,6.3587,2.2616,"[184.1726475279107, 178.29246411483254, 139.59190590111643]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0013.jpg,Irri9,6.7513,2.096,"[197.16286180187527, 194.17896453322462, 153.77170811251528]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0014.jpg,Irri9,4.2693,2.3378,"[178.73304473304472, 180.28513708513708, 148.67301587301588]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0015.jpg,Irri9,7.3014,2.4355,"[191.51829663212436, 193.96810233160622, 166.61998056994818]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0016.jpg,Irri9,5.6416,2.3921,"[198.99894224666807, 199.59572667653904, 163.8392214935477]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0017.jpg,Irri9,6.8253,2.1051,"[173.33594850130757, 171.07785153892576, 139.61818547575942]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0018.jpg,Irri9,7.0887,2.3813,"[179.90606985418785, 181.92488979315021, 156.01407256697186]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0019.jpg,Irri9,7.1681,2.2334,"[184.95175987135966, 185.9465785242094, 150.66428443809184]"
L1F23BSCS0118_Irri9_Raw_002_Grain_0020.jpg,Irri9,6.7036,2.4022,"[205.0971133285816, 206.64967925873128, 177.67890235210263]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0001.jpg,Irri9,7.9313,2.22,"[160.82627187960085, 160.27727793227547, 133.41583510551285]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0002.jpg,Irri9,7.1909,2.2925,"[215.77671589921806, 219.07263249348392, 193.27697654213728]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0003.jpg,Irri9,7.1858,2.5296,"[211.5227416298168, 214.43682880606443, 192.63439671509792]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0004.jpg,Irri9,7.0808,2.4817,"[193.12867110173616, 186.14294986208014, 139.15008924225214]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0005.jpg,Irri9,7.4258,2.3326,"[190.0485404503753, 186.9744787322769, 138.45271059216014]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0006.jpg,Irri9,7.5714,2.4104,"[194.38757861635222, 197.95786163522013, 173.29921383647797]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0007.jpg,Irri9,6.7522,1.9124,"[175.7811597422795, 177.0957564985559, 144.18329260164407]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0008.jpg,Irri9,6.3476,2.5213,"[210.47434044091074, 211.83953740513192, 181.99403686302855]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0009.jpg,Irri9,6.849,2.1471,"[203.13287937743192, 202.01459143968873, 171.86439688715953]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0010.jpg,Irri9,6.9265,2.4406,"[215.17443064182194, 214.58143547273983, 174.3293650793651]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0011.jpg,Irri9,7.0822,2.3453,"[195.40427733701276, 196.697481890307, 166.2945843394274]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0012.jpg,Irri9,6.6933,2.2175,"[189.43715953307392, 191.6828793774319, 161.05311284046692]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0013.jpg,Irri9,6.9697,2.4419,"[192.18370914175844, 196.35378430344346, 172.5707044223038]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0014.jpg,Irri9,7.2149,2.2836,"[180.2486111111111, 181.68298611111112, 151.86128472222222]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0015.jpg,Irri9,7.7488,2.5218,"[197.51313868613138, 200.56846715328467, 173.3341605839416]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0016.jpg,Irri9,6.0025,2.2156,"[186.78328306764325, 188.7632485997415, 156.664799655321]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0017.jpg,Irri9,6.4806,2.1351,"[190.14609096625446, 193.88807377908196, 170.3613498218403]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0018.jpg,Irri9,6.7658,1.9465,"[181.55113024757804, 179.76641550053822, 145.1913885898816]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0019.jpg,Irri9,6.6847,2.4981,"[198.86511627906978, 202.18087855297156, 179.86770025839795]"
L1F23BSCS0118_Irri9_Raw_003_Grain_0020.jpg,Irri9,6.484,2.291,"[196.55498620417816, 197.6190382341348, 161.65313362238865]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0001.jpg,Irri9,6.6659,2.5274,"[181.98632010943913, 185.25290697674419, 156.59781121751027]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0002.jpg,Irri9,8.0753,2.4242,"[187.67840375586854, 188.86927816901408, 160.3767605633803]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0003.jpg,Irri9,7.3089,2.4409,"[204.94314381270902, 208.2664437012263, 185.28316610925307]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0004.jpg,Irri9,7.3621,2.4013,"[188.5123476587556, 186.59140474663246, 146.80259781911482]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0005.jpg,Irri9,7.168,2.2774,"[200.10766229159276, 202.6269953884356, 174.53281305427456]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0006.jpg,Irri9,6.9172,2.3927,"[194.14288176490865, 197.16873491899344, 177.5517063081696]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0007.jpg,Irri9,6.8726,2.3434,"[175.98801859799713, 176.30436337625179, 139.3233190271817]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0008.jpg,Irri9,6.4093,2.139,"[206.49813045284586, 209.22559202326548, 185.06917324470294]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0009.jpg,Irri9,6.9899,2.4287,"[197.17779268701779, 200.33545790003353, 175.15380744716538]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0010.jpg,Irri9,6.6415,2.2274,"[186.79663638121013, 188.70191378310457, 157.44693601391842]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0011.jpg,Irri9,7.0919,2.1471,"[204.1594851706771, 207.29528073120687, 181.51744077597462]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0012.jpg,Irri9,7.3684,2.3352,"[179.24234354194408, 177.64896804260985, 134.11984021304926]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0013.jpg,Irri9,6.6275,2.5396,"[197.98335597826087, 198.33237092391303, 163.3070652173913]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0014.jpg,Irri9,6.8015,2.2624,"[186.44801477377655, 187.83564173591876, 152.0949215143121]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0015.jpg,Irri9,6.6811,2.338,"[205.9878497790869, 209.9386966126657, 186.18114874815905]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0016.jpg,Irri9,6.9498,2.3295,"[191.25109822526798, 190.33526620980496, 151.24301528729572]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0017.jpg,Irri9,7.1679,2.4141,"[177.22344804874032, 172.2703770788737, 128.59245842252594]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0018.jpg,Irri9,7.0212,2.4566,"[190.84237855946398, 190.41943048576215, 153.28726968174203]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0019.jpg,Irri9,7.0345,2.1832,"[186.77322052602537, 190.4344307522531, 166.7711973514806]"
L1F23BSCS0118_Irri9_Raw_004_Grain_0020.jpg,Irri9,7.2891,2.4155,"[209.76801176278386, 213.45842182649895, 187.99036105211567]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0001.jpg,Irri9,7.0768,2.3144,"[200.610019472473, 204.78757302177377, 182.00106213489113]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0002.jpg,Irri9,7.029,2.232,"[215.1225499175673, 216.99542040666788, 187.4286499358857]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0003.jpg,Irri9,6.7062,2.229,"[182.26612903225808, 184.20622119815667, 149.2640168970814]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0004.jpg,Irri9,6.8334,2.2704,"[187.11824200073556, 189.06693637366678, 159.08495770503862]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0005.jpg,Irri9,6.8833,2.0904,"[187.483214849921, 190.59577409162716, 165.21346761453395]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0006.jpg,Irri9,7.5776,2.3864,"[205.80786516853934, 210.3187800963082, 186.52760834670946]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0007.jpg,Irri9,7.3951,2.6587,"[174.73362573099416, 178.4391812865497, 156.65847953216374]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0008.jpg,Irri9,7.3067,2.3453,"[215.36457627118645, 213.81610169491526, 177.82050847457626]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0009.jpg,Irri9,7.3888,2.413,"[209.53051718599423, 210.28541599743014, 175.701895277867]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0010.jpg,Irri9,6.9652,2.3887,"[175.61169935775038, 178.93959382051727, 152.532893594862]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0011.jpg,Irri9,6.863,2.0321,"[207.11911525974025, 207.86688311688312, 176.66517857142858]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0012.jpg,Irri9,6.5612,1.8771,"[179.03719008264463, 175.2931588613407, 135.9162075298439]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0013.jpg,Irri9,6.7051,1.9633,"[180.69165023011178, 181.8064869603331, 147.77755862371248]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0014.jpg,Irri9,7.3129,2.3102,"[181.53973115535138, 185.58431172366855, 155.12540411774714]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0015.jpg,Irri9,7.143,2.0604,"[182.304246655032, 181.18886949777, 146.52511149893348]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0016.jpg,Irri9,7.3772,2.1423,"[190.2565162682006, 193.4686320330757, 166.91802984001438]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0017.jpg,Irri9,6.955,2.4212,"[186.50331238321726, 188.05962289791066, 156.0372006115169]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0018.jpg,Irri9,6.1553,1.9854,"[176.4169381107492, 178.77826896230806, 155.6291298278269]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0019.jpg,Irri9,6.7913,2.0346,"[178.92869057547958, 177.38094245204337, 144.36175979983318]"
L1F23BSCS0118_Irri9_Raw_005_Grain_0020.jpg,Irri9,7.0242,2.4112,"[186.84768323504633, 190.33277169334457, 163.72266217354675]"
L1F23BSCS0118_PK386_Raw_001_Grain_0001.jpg,PK386,7.3561,1.7904,"[167.8732970027248, 170.20027247956403, 150.2057220708447]"
L1F23BSCS0118_PK386_Raw_001_Grain_0002.jpg,PK386,7.1265,1.8508,"[173.1117166212534, 175.0967302452316, 154.7125340599455]"
L1F23BSCS0118_PK386_Raw_001_Grain_0003.jpg,PK386,7.9434,2.1716,"[180.86872998932765, 184.49092849519744, 164.4941302027748]"
L1F23BSCS0118_PK386_Raw_001_Grain_0004.jpg,PK386,7.5379,2.0394,"[185.15065243179123, 188.2479240806643, 168.47449584816133]"
L1F23BSCS0118_PK386_Raw_001_Grain_0005.jpg,PK386,7.4208,1.8847,"[171.35424836601308, 171.4339869281046, 143.2]"
L1F23BSCS0118_PK386_Raw_001_Grain_0006.jpg,PK386,5.4024,2.1261,"[175.17713365539453, 178.73590982286635, 159.768115942029]"
L1F23BSCS0118_PK386_Raw_001_Grain_0007.jpg,PK386,7.4022,1.9398,"[197.58921694480102, 200.8446726572529, 180.17843388960205]"
L1F23BSCS0118_PK386_Raw_001_Grain_0008.jpg,PK386,7.836,1.8461,"[160.96361355081555, 163.7352572145546, 143.05897114178168]"
L1F23BSCS0118_PK386_Raw_001_Grain_0009.jpg,PK386,6.1815,2.0145,"[173.67660208643815, 176.23994038748137, 154.97764530551416]"
L1F23BSCS0118_PK386_Raw_001_Grain_0010.jpg,PK386,7.0852,1.8636,"[182.18294360385144, 185.07015130674003, 165.21320495185694]"
L1F23BSCS0118_PK386_Raw_001_Grain_0011.jpg,PK386,7.5582,1.8298,"[169.97780678851174, 173.1514360313316, 152.943864229765]"
L1F23BSCS0118_PK386_Raw_001_Grain_0012.jpg,PK386,7.8787,1.8563,"[175.2431421446384, 178.1221945137157, 156.4077306733167]"
L1F23BSCS0118_PK386_Raw_001_Grain_0013.jpg,PK386,7.4669,1.9338,"[196.37726098191214, 199.21576227390182, 180.86304909560724]"
L1F23BSCS0118_PK386_Raw_001_Grain_0014.jpg,PK386,7.2958,1.9421,"[168.69813829787233, 172.08909574468086, 151.49734042553192]"
L1F23BSCS0118_PK386_Raw_001_Grain_0015.jpg,PK386,7.4655,2.0644,"[177.67430639324488, 180.59710494571775, 161.20144752714114]"
L1F23BSCS0118_PK386_Raw_001_Grain_0016.jpg,PK386,7.3283,1.9655,"[180.05672823218998, 182.83905013192611, 165.1952506596306]"
L1F23BSCS0118_PK386_Raw_001_Grain_0017.jpg,PK386,7.6144,1.9819,"[171.44103194103195, 174.8022113022113, 154.46314496314497]"
L1F23BSCS0118_PK386_Raw_001_Grain_0018.jpg,PK386,7.464,1.9702,"[177.12051282051283, 180.18076923076924, 161.12820512820514]"
L1F23BSCS0118_PK386_Raw_001_Grain_0019.jpg,PK386,7.9285,1.9338,"[180.81317365269462, 184.0263473053892, 163.38203592814372]"
L1F23BSCS0118_PK386_Raw_001_Grain_0020.jpg,PK386,6.8035,1.8165,"[174.65171898355754, 178.16890881913304, 155.89387144992526]"
L1F23BSCS0118_PK386_Raw_002_Grain_0001.jpg,PK386,8.0385,1.9592,"[176.017708709794, 178.87983375496927, 160.18648355619806]"
L1F23BSCS0118_PK386_Raw_002_Grain_0002.jpg,PK386,7.5006,2.003,"[172.1194552529183, 175.5250972762646, 154.96108949416342]"
L1F23BSCS0118_PK386_Raw_002_Grain_0003.jpg,PK386,7.7613,1.833,"[179.6901548233426, 180.66276300119094, 160.42576419213975]"
L1F23BSCS0118_PK386_Raw_002_Grain_0004.jpg,PK386,7.1608,1.8809,"[180.4018510546707, 183.1147223417994, 163.33620318553594]"
L1F23BSCS0118_PK386_Raw_002_Grain_0005.jpg,PK386,7.8111,1.8623,"[180.3868570310972, 183.00488949735967, 161.58713084294934]"
L1F23BSCS0118_PK386_Raw_002_Grain_0006.jpg,PK386,7.0347,2.1192,"[184.4073780245934, 187.85719952399842, 167.56426021420071]"
L1F23BSCS0118_PK386_Raw_002_Grain_0007.jpg,PK386,7.3759,1.9562,"[166.18596208148446, 168.8757563533683, 147.66619604679306]"
L1F23BSCS0118_PK386_Raw_002_Grain_0008.jpg,PK386,7.296,1.7552,"[187.0859548072663, 190.00287992910944, 168.54541426672574]"
L1F23BSCS0118_PK386_Raw_002_Grain_0009.jpg,PK386,7.3499,1.7607,"[165.71180479226203, 168.60606726753133, 148.1151901516817]"
L1F23BSCS0118_PK386_Raw_002_Grain_0010.jpg,PK386,5.7458,2.0994,"[179.6155894456548, 181.89445654805132, 159.92132655531347]"
L1F23BSCS0118_PK386_Raw_002_Grain_0011.jpg,PK386,7.8274,2.0627,"[178.08565589000372, 181.37030843552583, 159.6098104793757]"
L1F23BSCS0118_PK386_Raw_002_Grain_0012.jpg,PK386,7.3113,1.8434,"[183.762486602358, 186.63001071811362, 166.0090032154341]"
L1F23BSCS0118_PK386_Raw_002_Grain_0013.jpg,PK386,5.7374,2.0817,"[176.900439238653, 179.04343582235236, 157.6539775500244]"
L1F23BSCS0118_PK386_Raw_002_Grain_0014.jpg,PK386,7.9032,2.0005,"[180.31668832374234, 183.95619082977538, 160.5567105995916]"
L1F23BSCS0118_PK386_Raw_002_Grain_0015.jpg,PK386,7.4576,1.8285,"[177.53593685085167, 180.9065226422933, 160.02118820108018]"
L1F23BSCS0118_PK386_Raw_002_Grain_0016.jpg,PK386,7.5321,1.9256,"[167.4887505022097, 170.92989152269988, 150.6341904379269]"
L1F23BSCS0118_PK386_Raw_002_Grain_0017.jpg,PK386,5.7353,1.8259,"[166.29475437135721, 168.86566749930614, 145.98029419927838]"
L1F23BSCS0118_PK386_Raw_002_Grain_0018.jpg,PK386,6.8779,1.9498,"[187.3240199263591, 190.05068226120858, 170.30777561186918]"
L1F23BSCS0118_PK386_Raw_002_Grain_0019.jpg,PK386,7.3108,1.8641,"[175.52398831873174, 179.087192323738, 156.41113892365456]"
L1F23BSCS0118_PK386_Raw_002_Grain_0020.jpg,PK386,6.7964,2.0301,"[177.93976951511198, 180.72233094150903, 157.8595346814525]"
L1F23BSCS0118_PK386_Raw_003_Grain_0001.jpg,PK386,7.7726,1.9499,"[168.23728813559322, 171.58380414312617, 152.13935969868174]"
L1F23BSCS0118_PK386_Raw_003_Grain_0002.jpg,PK386,7.8658,1.8377,"[173.21621621621622, 176.21814671814673, 158.70849420849422]"
L1F23BSCS0118_PK386_Raw_003_Grain_0003.jpg,PK386,7.3164,2.0129,"[174.73947895791582, 178.29659318637275, 156.00200400801603]"
L1F23BSCS0118_PK386_Raw_003_Grain_0004.jpg,PK386,7.7293,1.8959,"[175.94980694980694, 179.04633204633205, 159.8938223938224]"
L1F23BSCS0118_PK386_Raw_003_Grain_0005.jpg,PK386,7.09,1.8838,"[177.14978902953587, 180.54430379746836, 161.05696202531647]"
L1F23BSCS0118_PK386_Raw_003_Grain_0006.jpg,PK386,8.1298,2.0247,"[167.62891986062718, 171.04355400696863, 150.37282229965157]"
L1F23BSCS0118_PK386_Raw_003_Grain_0007.jpg,PK386,7.6126,1.9602,"[179.3740458015267, 182.10687022900763, 164.60496183206106]"
L1F23BSCS0118_PK386_Raw_003_Grain_0008.jpg,PK386,6.9374,1.7981,"[179.74944071588368, 182.91946308724832, 164.57270693512305]"
L1F23BSCS0118_PK386_Raw_003_Grain_0009.jpg,PK386,7.9045,2.0835,"[169.37302977232926, 172.04728546409808, 151.73905429071803]"
L1F23BSCS0118_PK386_Raw_003_Grain_0010.jpg,PK386,7.3823,1.8585,"[169.23045267489712, 172.80658436213992, 153.1440329218107]"
L1F23BSCS0118_PK386_Raw_003_Grain_0011.jpg,PK386,6.5038,2.0552,"[171.8989247311828, 175.10752688172042, 155.19569892473118]"
L1F23BSCS0118_PK386_Raw_003_Grain_0012.jpg,PK386,7.9857,1.9642,"[171.44897959183675, 174.65120593692023, 156.0686456400742]"
L1F23BSCS0118_PK386_Raw_003_Grain_0013.jpg,PK386,5.7988,1.9367,"[181.9818652849741, 185.21502590673575, 166.05699481865284]"
L1F23BSCS0118_PK386_Raw_003_Grain_0014.jpg,PK386,7.9966,1.8541,"[168.05094339622642, 171.08867924528303, 150.35849056603774]"
L1F23BSCS0118_PK386_Raw_003_Grain_0015.jpg,PK386,7.1651,1.9765,"[189.89256198347107, 193.31611570247935, 174.90289256198346]"
